Country,Region,Year,Disaster Type,Population,Impact Score
Jamaica,LATAM,2006,Wind Storms,2804332,3.45
Guadeloupe,LATAM,2008,Earthquake,399002,4.42
Grenada,LATAM,2017,Flood,90343,7.75
Anguilla,LATAM,2009,Earthquake,14108,3.92
St. Kits and Nevis,LATAM,2013,Slides,39619,3.77
Monterrat,LATAM,2006,Flood,9638,7.75
Anguilla,LATAM,2010,Wind Storms,14108,5.45
Anguilla,LATAM,2011,Slides,14108,4.27
Trinidad and Tobago,LATAM,2001,Flood,1047366,8
St. Vincent and the Grenadines,LATAM,2009,Flood,118432,9.75
Anguilla,LATAM,2017,Wind Storms,14108,5.45
Dominica,LATAM,2006,Flood,72514,7.25
St. Lucia,LATAM,2012,Other,172884,3.77
Monterrat,LATAM,2017,Flood,9638,7.75
St. Vincent and the Grenadines,LATAM,2011,Earthquake,118432,4.42
St. Vincent and the Grenadines,LATAM,2006,Other,118432,4.27
Monterrat,LATAM,2015,Flood,9638,7.75
Barbados,LATAM,2014,Slides,281968,4.78
Jamaica,LATAM,2014,Earthquake,2804332,2.7
Anguilla,LATAM,2013,Wind Storms,14108,5.45
Cayman Islands,LATAM,2006,Flood,47862,7.25
Trinidad and Tobago,LATAM,2015,Wind Storms,1047366,4.6
Grenada,LATAM,2012,Wind Storms,90343,5.35
Anguilla,LATAM,2010,Flood,14108,7.75
Turks and Calcos Islands,LATAM,2002,Volcanoes,22352,4.77
St. Vincent and the Grenadines,LATAM,2013,Wind Storms,118432,4.75
Guadeloupe,LATAM,2015,Earthquake,399002,4.98
Grenada,LATAM,2006,Wind Storms,90343,4.85
St. Vincent and the Grenadines,LATAM,2017,Flood,118432,8.75
Monterrat,LATAM,2000,Slides,9638,4.77
Barbados,LATAM,2000,Flood,281968,7.75
St. Vincent and the Grenadines,LATAM,2010,Flood,118432,6.75
Anguilla,LATAM,2014,Flood,14108,7.75
Guadeloupe,LATAM,2006,Flood,399002,8.75
Cayman Islands,LATAM,2006,Wind Storms,47862,5.35
Monterrat,LATAM,2006,Wind Storms,9638,5.75
Grenada,LATAM,2008,Wind Storms,90343,4.75
Antigua and Barbuda,LATAM,2007,Flood,68842,8.25
Anguilla,LATAM,2007,Wind Storms,14108,4.85
Monterrat,LATAM,2001,Earthquake,9638,3.95
St. Vincent and the Grenadines,LATAM,2007,Earthquake,118432,4.92
Anguilla,LATAM,2000,Flood,14108,8.75
Jamaica,LATAM,2008,Volcanoes,2804332,2.27
St. Vincent and the Grenadines,LATAM,2017,Flood,118432,8.25
St. Kits and Nevis,LATAM,2007,Wind Storms,39619,4.85
El Salvador,LATAM,2009,Flood,7066403,6.5
Britis Virgin Islands,LATAM,2006,Wind Storms,24004,4.75
St. Lucia,LATAM,2013,Slides,172884,4.28
St. Kits and Nevis,LATAM,2001,Wind Storms,39619,5.75
Monterrat,LATAM,2017,Flood,9638,8.75
Britis Virgin Islands,LATAM,2017,Earthquake,24004,4.95
Monterrat,LATAM,2017,Slides,9638,4.27
Monterrat,LATAM,2003,Flood,9638,8.25
Dominica,LATAM,2017,Flood,72514,7.75
Britis Virgin Islands,LATAM,2012,Flood,24004,6.75
St. Kits and Nevis,LATAM,2014,Wind Storms,39619,5.85
St. Vincent and the Grenadines,LATAM,2018,Flood,118432,9.75
Monterrat,LATAM,2000,Flood,9638,7.25
Turks and Calcos Islands,LATAM,2017,Earthquake,22352,3.92
Monterrat,LATAM,2009,Slides,9638,4.78
Britis Virgin Islands,LATAM,2008,Flood,24004,8.25
Anguilla,LATAM,2003,Flood,14108,8.25
Monterrat,LATAM,2006,Wind Storms,9638,5.35
Dominica,LATAM,2006,Wind Storms,72514,5.45
Antigua and Barbuda,LATAM,2015,Flood,68842,8.75
Virgin Islands,LATAM,2002,Flood,108210,9.25
Netherlands Antilles,LATAM,2010,Flood,225369,8.75
Antigua and Barbuda,LATAM,2008,Slides,68842,4.77
Virgin Islands,LATAM,2018,Flood,108210,8.75
Trinidad and Tobago,LATAM,2006,Wind Storms,1047366,4.6
Anguilla,LATAM,2004,Flood,14108,8.75
Netherlands Antilles,LATAM,2008,Wind Storms,225369,4.95
St. Kits and Nevis,LATAM,2000,Flood,39619,7.75
Monterrat,LATAM,2000,Slides,9638,4.27
Barbados,LATAM,2013,Other,281968,4.77
Guadeloupe,LATAM,2002,Other,399002,4.27
Anguilla,LATAM,2006,Flood,14108,9.25
St. Lucia,LATAM,2006,Volcanoes,172884,4.28
Antigua and Barbuda,LATAM,2009,Wind Storms,68842,5.25
St. Lucia,LATAM,2009,Flood,172884,7.75
St. Kits and Nevis,LATAM,2007,Flood,39619,7.75
Monterrat,LATAM,2013,Earthquake,9638,3.98
Grenada,LATAM,2017,Wind Storms,90343,4.95
Anguilla,LATAM,2012,Wind Storms,14108,5.25
Grenada,LATAM,2017,Wind Storms,90343,4.85
Anguilla,LATAM,2009,Flood,14108,8.75
Grenada,LATAM,2000,Wind Storms,90343,5.85
Grenada,LATAM,2002,Earthquake,90343,4.45
Dominica,LATAM,2015,Flood,72514,9.25
Anguilla,LATAM,2004,Wind Storms,14108,4.85
St. Kits and Nevis,LATAM,2007,Flood,39619,8.25
Anguilla,LATAM,2008,Flood,14108,9.25
St. Kits and Nevis,LATAM,2011,Other,39619,3.77
St. Lucia,LATAM,2011,Wind Storms,172884,4.85
Britis Virgin Islands,LATAM,2018,Wind Storms,24004,4.75
Anguilla,LATAM,2015,Other,14108,4.78
Antigua and Barbuda,LATAM,2010,Earthquake,68842,3.98
Anguilla,LATAM,2009,Flood,14108,7.25
Anguilla,LATAM,2005,Flood,14108,7.75
St. Vincent and the Grenadines,LATAM,2013,Earthquake,118432,4.42
Netherlands Antilles,LATAM,2013,Earthquake,225369,3.98
Guadeloupe,LATAM,2000,Earthquake,399002,4.45
Monterrat,LATAM,2001,Flood,9638,7.25
St. Vincent and the Grenadines,LATAM,2009,Flood,118432,9.25
Anguilla,LATAM,2009,Flood,14108,7.75
Anguilla,LATAM,2000,Wind Storms,14108,5.35
Anguilla,LATAM,2016,Flood,14108,6.75
Britis Virgin Islands,LATAM,2003,Wind Storms,24004,5.75
Monterrat,LATAM,2017,Volcanoes,9638,4.27
Monterrat,LATAM,2004,Earthquake,9638,4.95
Anguilla,LATAM,2008,Wind Storms,14108,5.35
Monterrat,LATAM,2006,Wind Storms,9638,5.85
Antigua and Barbuda,LATAM,2012,Flood,68842,9.25
St. Vincent and the Grenadines,LATAM,2003,Wind Storms,118432,4.75
St. Vincent and the Grenadines,LATAM,2003,Flood,118432,9.75
Anguilla,LATAM,2016,Slides,14108,4.77
Anguilla,LATAM,2013,Wind Storms,14108,5.85
Virgin Islands,LATAM,2013,Wind Storms,108210,5.35
Martinique,LATAM,2015,Flood,447002,8.5
Antigua and Barbuda,LATAM,2007,Earthquake,68842,3.95
Antigua and Barbuda,LATAM,2006,Wind Storms,68842,5.35
Barbados,LATAM,2004,Slides,281968,4.27
Barbados,LATAM,2004,Flood,281968,7.75
Martinique,LATAM,2006,Wind Storms,447002,5.1
Trinidad and Tobago,LATAM,2000,Wind Storms,1047366,4.7
Monterrat,LATAM,2017,Earthquake,9638,3.95
Cayman Islands,LATAM,2008,Earthquake,47862,4.45
Grenada,LATAM,2003,Other,90343,3.78
Anguilla,LATAM,2009,Flood,14108,8.75
Monterrat,LATAM,2006,Wind Storms,9638,4.95
Monterrat,LATAM,2006,Flood,9638,7.75
Monterrat,LATAM,2001,Earthquake,9638,4.45
Anguilla,LATAM,2013,Other,14108,4.27
Anguilla,LATAM,2006,Slides,14108,4.28
St. Vincent and the Grenadines,LATAM,2017,Other,118432,4.27
Monterrat,LATAM,2003,Volcanoes,9638,4.28
Bahamas,LATAM,2009,Flood,307451,7.5
Monterrat,LATAM,2009,Flood,9638,7.75
Grenada,LATAM,2007,Wind Storms,90343,5.85
Guadeloupe,LATAM,2009,Other,399002,4.27
Britis Virgin Islands,LATAM,2006,Wind Storms,24004,5.35
Barbados,LATAM,2013,Flood,281968,9.25
Bahamas,LATAM,2003,Wind Storms,307451,3.6
Monterrat,LATAM,2009,Wind Storms,9638,4.85
Anguilla,LATAM,2006,Flood,14108,6.75
Antigua and Barbuda,LATAM,2010,Volcanoes,68842,4.28
Martinique,LATAM,2015,Flood,447002,8
Peru,LATAM,2016,Flood,29180899,4.5
St. Kits and Nevis,LATAM,2013,Flood,39619,7.75
Anguilla,LATAM,2017,Other,14108,4.77
Anguilla,LATAM,2007,Flood,14108,9.75
Anguilla,LATAM,2003,Earthquake,14108,4.42
St. Lucia,LATAM,2008,Other,172884,4.27
Monterrat,LATAM,2008,Slides,9638,4.28
St. Kits and Nevis,LATAM,2017,Wind Storms,39619,4.95
Haiti,LATAM,2017,Earthquake,8924553,2.7
Anguilla,LATAM,2013,Earthquake,14108,4.95
Virgin Islands,LATAM,2001,Earthquake,108210,4.48
Cayman Islands,LATAM,2018,Wind Storms,47862,4.75
Guadeloupe,LATAM,2015,Earthquake,399002,3.92
Antigua and Barbuda,LATAM,2012,Other,68842,4.27
St. Vincent and the Grenadines,LATAM,2016,Wind Storms,118432,5.25
Anguilla,LATAM,2000,Slides,14108,3.77
St. Kits and Nevis,LATAM,2001,Flood,39619,8.25
Monterrat,LATAM,2018,Volcanoes,9638,4.27
St. Kits and Nevis,LATAM,2007,Wind Storms,39619,5.35
Cayman Islands,LATAM,2016,Wind Storms,47862,5.35
Anguilla,LATAM,2009,Other,14108,4.27
Cayman Islands,LATAM,2006,Other,47862,3.78
St. Vincent and the Grenadines,LATAM,2006,Slides,118432,3.77
Martinique,LATAM,2015,Earthquake,447002,3.17
Anguilla,LATAM,2007,Wind Storms,14108,4.75
St. Lucia,LATAM,2000,Other,172884,4.27
Antigua and Barbuda,LATAM,2016,Earthquake,68842,4.45
Monterrat,LATAM,2001,Wind Storms,9638,5.35
Monterrat,LATAM,2009,Flood,9638,6.75
Anguilla,LATAM,2008,Wind Storms,14108,5.35
St. Kits and Nevis,LATAM,2010,Earthquake,39619,4.45
Anguilla,LATAM,2004,Wind Storms,14108,5.95
Cuba,LATAM,2001,Wind Storms,11423952,3
Monterrat,LATAM,2012,Flood,9638,8.75
Virgin Islands,LATAM,2003,Wind Storms,108210,5.25
Dominica,LATAM,2001,Wind Storms,72514,5.75
Monterrat,LATAM,2016,Earthquake,9638,4.95
Anguilla,LATAM,2006,Flood,14108,7.75
St. Kits and Nevis,LATAM,2008,Earthquake,39619,3.92
Virgin Islands,LATAM,2012,Other,108210,4.77
Monterrat,LATAM,2005,Flood,9638,8.75
Jamaica,LATAM,2017,Earthquake,2804332,2.48
Anguilla,LATAM,2003,Wind Storms,14108,5.45
Anguilla,LATAM,2001,Flood,14108,9.75
Monterrat,LATAM,2000,Wind Storms,9638,5.35
Britis Virgin Islands,LATAM,2009,Flood,24004,9.25
Grenada,LATAM,2018,Wind Storms,90343,5.25
Guadeloupe,LATAM,2017,Slides,399002,4.27
St. Kits and Nevis,LATAM,2006,Flood,39619,8.25
Anguilla,LATAM,2018,Flood,14108,9.25
Anguilla,LATAM,2001,Earthquake,14108,4.42
St. Kits and Nevis,LATAM,2017,Flood,39619,8.25
Monterrat,LATAM,2013,Other,9638,4.78
Barbados,LATAM,2011,Flood,281968,6.75
Anguilla,LATAM,2003,Flood,14108,6.75
Cayman Islands,LATAM,2016,Wind Storms,47862,4.85
Anguilla,LATAM,2017,Slides,14108,4.27
Antigua and Barbuda,LATAM,2009,Slides,68842,4.27
St. Vincent and the Grenadines,LATAM,2017,Wind Storms,118432,5.95
St. Vincent and the Grenadines,LATAM,2010,Volcanoes,118432,4.27
Anguilla,LATAM,2015,Flood,14108,7.75
Britis Virgin Islands,LATAM,2007,Volcanoes,24004,4.78
Monterrat,LATAM,2015,Flood,9638,9.75
Monterrat,LATAM,2004,Flood,9638,8.75
Anguilla,LATAM,2009,Slides,14108,4.77
Antigua and Barbuda,LATAM,2000,Earthquake,68842,4.45
St. Lucia,LATAM,2018,Other,172884,4.77
Antigua and Barbuda,LATAM,2005,Wind Storms,68842,5.25
Grenada,LATAM,2009,Wind Storms,90343,5.25
St. Lucia,LATAM,2014,Other,172884,4.27
Monterrat,LATAM,2007,Wind Storms,9638,4.85
Anguilla,LATAM,2017,Wind Storms,14108,4.85
Honduras,LATAM,2006,Flood,7639327,7.25
St. Vincent and the Grenadines,LATAM,2008,Slides,118432,4.27
Barbados,LATAM,2007,Flood,281968,7.75
Turks and Calcos Islands,LATAM,2018,Flood,22352,8.25
Monterrat,LATAM,2001,Flood,9638,7.75
Domincian Rep,LATAM,2018,Flood,9507133,7
St. Vincent and the Grenadines,LATAM,2017,Volcanoes,118432,3.77
Anguilla,LATAM,2009,Earthquake,14108,4.92
St. Lucia,LATAM,2006,Slides,172884,4.77
St. Lucia,LATAM,2018,Flood,172884,7.25
Anguilla,LATAM,2008,Flood,14108,8.75
Monterrat,LATAM,2017,Wind Storms,9638,5.95
Anguilla,LATAM,2005,Volcanoes,14108,4.77
Grenada,LATAM,2017,Flood,90343,7.25
St. Lucia,LATAM,2010,Wind Storms,172884,5.85
Monterrat,LATAM,2008,Flood,9638,7.25
Anguilla,LATAM,2012,Flood,14108,9.25
Monterrat,LATAM,2008,Earthquake,9638,4.92
Antigua and Barbuda,LATAM,2012,Flood,68842,7.75
Grenada,LATAM,2010,Flood,90343,7.75
St. Lucia,LATAM,2009,Flood,172884,8.75
St. Kits and Nevis,LATAM,2000,Flood,39619,7.75
Anguilla,LATAM,2018,Wind Storms,14108,4.85
St. Lucia,LATAM,2013,Slides,172884,4.27
Monterrat,LATAM,2009,Wind Storms,9638,5.35
Barbados,LATAM,2004,Earthquake,281968,4.45
Barbados,LATAM,2009,Other,281968,3.77
Cayman Islands,LATAM,2006,Flood,47862,9.25
Britis Virgin Islands,LATAM,2016,Flood,24004,9.25
Monterrat,LATAM,2017,Flood,9638,9.25
Martinique,LATAM,2008,Earthquake,447002,3.7
Monterrat,LATAM,2018,Flood,9638,7.75
St. Kits and Nevis,LATAM,2001,Slides,39619,4.78
Monterrat,LATAM,2013,Flood,9638,9.25
Monterrat,LATAM,2013,Flood,9638,7.25
Grenada,LATAM,2003,Volcanoes,90343,4.77
Cayman Islands,LATAM,2007,Volcanoes,47862,3.77
Anguilla,LATAM,2004,Wind Storms,14108,5.85
Martinique,LATAM,2018,Wind Storms,447002,4.6
Anguilla,LATAM,2003,Earthquake,14108,4.95
Haiti,LATAM,2000,Wind Storms,8924553,3.6
St. Vincent and the Grenadines,LATAM,2015,Slides,118432,3.77
Trinidad and Tobago,LATAM,2015,Earthquake,1047366,3.7
St. Kits and Nevis,LATAM,2003,Earthquake,39619,4.45
Anguilla,LATAM,2008,Earthquake,14108,4.45
Antigua and Barbuda,LATAM,2003,Flood,68842,7.25
Martinique,LATAM,2011,Flood,447002,7
Cayman Islands,LATAM,2002,Wind Storms,47862,5.25
Antigua and Barbuda,LATAM,2001,Earthquake,68842,4.45
Anguilla,LATAM,2010,Other,14108,4.28
Anguilla,LATAM,2006,Flood,14108,7.25
Britis Virgin Islands,LATAM,2012,Flood,24004,8.25
St. Kits and Nevis,LATAM,2001,Wind Storms,39619,5.85
Cayman Islands,LATAM,2017,Wind Storms,47862,5.35
Puerto Rico,LATAM,2009,Volcanoes,3958128,4.03
Dominica,LATAM,2009,Wind Storms,72514,5.45
St. Vincent and the Grenadines,LATAM,2006,Flood,118432,7.75
Grenada,LATAM,2017,Wind Storms,90343,4.85
Martinique,LATAM,2009,Wind Storms,447002,4.5
St. Lucia,LATAM,2008,Flood,172884,7.75
St. Lucia,LATAM,2018,Wind Storms,172884,5.75
Barbados,LATAM,2006,Slides,281968,4.28
Grenada,LATAM,2012,Slides,90343,3.77
Turks and Calcos Islands,LATAM,2018,Flood,22352,9.25
Anguilla,LATAM,2006,Wind Storms,14108,4.75
St. Kits and Nevis,LATAM,2008,Flood,39619,7.25
Anguilla,LATAM,2003,Earthquake,14108,4.48
Anguilla,LATAM,2015,Volcanoes,14108,4.28
Anguilla,LATAM,2015,Flood,14108,8.75
Monterrat,LATAM,2003,Earthquake,9638,3.95
Barbados,LATAM,2004,Other,281968,4.27
St. Vincent and the Grenadines,LATAM,2003,Other,118432,3.77
St. Lucia,LATAM,2013,Wind Storms,172884,5.95
Bahamas,LATAM,2007,Earthquake,307451,2.7
St. Vincent and the Grenadines,LATAM,2017,Flood,118432,9.25
Monterrat,LATAM,2008,Earthquake,9638,4.48
Grenada,LATAM,2017,Wind Storms,90343,5.35
Grenada,LATAM,2013,Flood,90343,6.75
Anguilla,LATAM,2001,Other,14108,3.77
Monterrat,LATAM,2006,Flood,9638,8.25
St. Kits and Nevis,LATAM,2016,Other,39619,4.28
Anguilla,LATAM,2017,Flood,14108,7.75
Britis Virgin Islands,LATAM,2010,Wind Storms,24004,5.35
Monterrat,LATAM,2018,Flood,9638,9.75
United States,NAMER,2009,Flood,325000000,3.5
United States,NAMER,2001,Storm,325000000,1.35
United States,NAMER,2018,Storm,325000000,1.45
United States,NAMER,2005,Storm,325000000,1.35
Mexico,NAMER,2017,Storm,127500000,1.85
United States,NAMER,2006,Storm,325000000,1.5
Mexico,NAMER,2008,Earthquake,127500000,0.67
Mexico,NAMER,2013,Storm,127500000,1.85
United States,NAMER,2013,Storm,325000000,1.95
Mexico,NAMER,2006,Volcano,127500000,#N/A
United States,NAMER,2006,Storm,325000000,1.7
Mexico,NAMER,2013,Storm,127500000,1.85
United States,NAMER,2004,Storm,325000000,1.85
United States,NAMER,2006,Storm,325000000,1.85
United States,NAMER,2013,Flood,325000000,4.75
United States,NAMER,2000,Storm,325000000,1.6
Canada,NAMER,2013,Flood,36290000,4.5
United States,NAMER,2012,Storm,325000000,1.85
Mexico,NAMER,2018,Landslide,127500000,0.78
United States,NAMER,2015,Storm,325000000,1.35
United States,NAMER,2015,Storm,325000000,1.55
United States,NAMER,2017,Storm,325000000,1.55
United States,NAMER,2008,Storm,325000000,1.35
United States,NAMER,2014,Other,325000000,0.52
United States,NAMER,2004,Storm,325000000,1.85
Mexico,NAMER,2013,Storm,127500000,1.75
Mexico,NAMER,2008,Storm,127500000,1.85
United States,NAMER,2017,Storm,325000000,1.85
United States,NAMER,2011,Storm,325000000,1.6
United States,NAMER,2015,Wildfire,325000000,0.52
Canada,NAMER,2018,Storm,36290000,1.6
United States,NAMER,2014,Storm,325000000,1.6
United States,NAMER,2014,Storm,325000000,1.5
United States,NAMER,2007,Storm,325000000,1.6
Canada,NAMER,2011,Flood,36290000,4.5
Canada,NAMER,2017,Storm,36290000,1.75
United States,NAMER,2006,Extreme Temperature,325000000,0.6
United States,NAMER,2006,Flood,325000000,3.5
Mexico,NAMER,2008,Storm,127500000,1.45
Mexico,NAMER,2006,Flood,127500000,5.35
Mexico,NAMER,2016,Volcano,127500000,#N/A
United States,NAMER,2007,Wildfire,325000000,0.78
United States,NAMER,2016,Wildfire,325000000,0.37
Mexico,NAMER,2006,Storm,127500000,1.85
United States,NAMER,2001,Flood,325000000,4.75
United States,NAMER,2017,Storm,325000000,1.6
United States,NAMER,2017,Storm,325000000,1.75
United States,NAMER,2000,Storm,325000000,1.7
United States,NAMER,2002,Storm,325000000,1.5
United States,NAMER,2006,Other,325000000,0.53
Mexico,NAMER,2006,Storm,127500000,1.6
United States,NAMER,2003,Storm,325000000,1.6
United States,NAMER,2013,Flood,325000000,4.5
Canada,NAMER,2007,Storm,36290000,1.5
United States,NAMER,2018,Flood,325000000,5.5
United States,NAMER,2017,Storm,325000000,1.5
Mexico,NAMER,2003,Volcano,127500000,#N/A
United States,NAMER,2000,Flood,325000000,4.5
United States,NAMER,2016,Storm,325000000,1.45
United States,NAMER,2012,Storm,325000000,1.6
United States,NAMER,2010,Storm,325000000,1.6
Mexico,NAMER,2018,Storm,127500000,1.75
Canada,NAMER,2001,Storm,36290000,1.6
United States,NAMER,2007,Wildfire,325000000,0.52
United States,NAMER,2009,Wildfire,325000000,0.37
United States,NAMER,2000,Storm,325000000,1.45
Mexico,NAMER,2006,Landslide,127500000,0.52
United States,NAMER,2013,Storm,325000000,1.6
United States,NAMER,2010,Storm,325000000,1.45
Canada,NAMER,2008,Flood,36290000,5.75
Mexico,NAMER,2001,Flood,127500000,4.75
United States,NAMER,2003,Storm,325000000,1.5
United States,NAMER,2010,Storm,325000000,1.7
Canada,NAMER,2017,Extreme Temperature,36290000,0.66
United States,NAMER,2003,Storm,325000000,1.55
United States,NAMER,2004,Storm,325000000,1.6
United States,NAMER,2017,Storm,325000000,1.85
United States,NAMER,2014,Flood,325000000,4.5
Canada,NAMER,2009,Storm,36290000,1.6
United States,NAMER,2008,Storm,325000000,1.7
United States,NAMER,2003,Storm,325000000,1.7
United States,NAMER,2009,Flood,325000000,3.5
United States,NAMER,2006,Storm,325000000,1.6
United States,NAMER,2014,Wildfire,325000000,0.37
United States,NAMER,2000,Storm,325000000,1.35
Mexico,NAMER,2006,Extreme Temperature,127500000,0.7
United States,NAMER,2006,Wildfire,325000000,0.52
United States,NAMER,2008,Wildfire,325000000,0.38
United States,NAMER,2014,Storm,325000000,1.5
Mexico,NAMER,2003,Storm,127500000,1.6
United States,NAMER,2017,Extreme Temperature,325000000,0.7
United States,NAMER,2005,Flood,325000000,4.35
United States,NAMER,2014,Storm,325000000,1.7
United States,NAMER,2001,Wildfire,325000000,0.77
United States,NAMER,2009,Flood,325000000,3.75
United States,NAMER,2013,Flood,325000000,5.75
Mexico,NAMER,2001,Flood,127500000,4.75
Canada,NAMER,2010,Storm,36290000,1.5
United States,NAMER,2017,Storm,325000000,1.6
Canada,NAMER,2009,Extreme Temperature,36290000,0.51
United States,NAMER,2010,Storm,325000000,1.5
United States,NAMER,2015,Storm,325000000,1.55
Mexico,NAMER,2017,Extreme Temperature,127500000,0.66
United States,NAMER,2006,Storm,325000000,1.6
Mexico,NAMER,2008,Storm,127500000,1.7
United States,NAMER,2001,Storm,325000000,1.5
United States,NAMER,2006,Storm,325000000,1.45
Mexico,NAMER,2004,Flood,127500000,4.5
United States,NAMER,2017,Storm,325000000,1.6
United States,NAMER,2009,Storm,325000000,1.95
Mexico,NAMER,2008,Other,127500000,0.78
Mexico,NAMER,2009,Landslide,127500000,0.53
United States,NAMER,2008,Storm,325000000,1.45
Canada,NAMER,2008,Wildfire,36290000,0.78
United States,NAMER,2012,Flood,325000000,4.75
Mexico,NAMER,2008,Storm,127500000,1.85
Canada,NAMER,2011,Flood,36290000,4.35
Canada,NAMER,2015,Wildfire,36290000,0.37
United States,NAMER,2006,Extreme Temperature,325000000,0.91
United States,NAMER,2017,Storm,325000000,1.6
Canada,NAMER,2003,Storm,36290000,1.7
United States,NAMER,2006,Flood,325000000,4.5
United States,NAMER,2017,Flood,325000000,5.5
United States,NAMER,2017,Wildfire,325000000,0.78
United States,NAMER,2017,Storm,325000000,1.35
Canada,NAMER,2017,Flood,36290000,3.35
Mexico,NAMER,2007,Storm,127500000,1.75
United States,NAMER,2018,Extreme Temperature,325000000,0.55
United States,NAMER,2013,Flood,325000000,4.35
Mexico,NAMER,2014,Flood,127500000,4.75
United States,NAMER,2010,Storm,325000000,1.85
United States,NAMER,2013,Storm,325000000,1.95
United States,NAMER,2011,Storm,325000000,1.6
Canada,NAMER,2015,Wildfire,36290000,0.77
United States,NAMER,2018,Storm,325000000,1.85
United States,NAMER,2009,Storm,325000000,1.7
United States,NAMER,2008,Storm,325000000,1.95
United States,NAMER,2008,Storm,325000000,1.35
United States,NAMER,2006,Storm,325000000,1.85
Mexico,NAMER,2001,Earthquake,127500000,0.7
United States,NAMER,2004,Flood,325000000,5.5
United States,NAMER,2014,Storm,325000000,1.35
Mexico,NAMER,2003,Storm,127500000,1.55
United States,NAMER,2001,Storm,325000000,1.85
Mexico,NAMER,2007,Storm,127500000,1.85
United States,NAMER,2009,Flood,325000000,4.35
Mexico,NAMER,2004,Extreme Temperature,127500000,0.6
United States,NAMER,2013,Storm,325000000,1.5
United States,NAMER,2009,Storm,325000000,1.75
United States,NAMER,2009,Flood,325000000,3.5
United States,NAMER,2013,Wildfire,325000000,0.37
United States,NAMER,2015,Storm,325000000,1.5
United States,NAMER,2009,Storm,325000000,1.7
United States,NAMER,2003,Storm,325000000,1.7
United States,NAMER,2007,Storm,325000000,1.5
Mexico,NAMER,2015,Flood,127500000,4.35
United States,NAMER,2009,Flood,325000000,4.35
Mexico,NAMER,2017,Storm,127500000,1.95
Mexico,NAMER,2007,Storm,127500000,1.45
Mexico,NAMER,2006,Flood,127500000,3.35
United States,NAMER,2004,Flood,325000000,5.5
United States,NAMER,2015,Flood,325000000,3.5
United States,NAMER,2014,Wildfire,325000000,0.53
Mexico,NAMER,2009,Storm,127500000,1.7
Mexico,NAMER,2016,Storm,127500000,1.45
United States,NAMER,2001,Other,325000000,0.77
United States,NAMER,2012,Storm,325000000,1.35
United States,NAMER,2017,Flood,325000000,5.75
United States,NAMER,2001,Wildfire,325000000,0.52
Mexico,NAMER,2017,Storm,127500000,1.5
United States,NAMER,2013,Storm,325000000,1.6
United States,NAMER,2017,Storm,325000000,1.35
Mexico,NAMER,2007,Storm,127500000,1.35
United States,NAMER,2008,Flood,325000000,4.5
United States,NAMER,2003,Storm,325000000,1.7
United States,NAMER,2017,Flood,325000000,5.5
Mexico,NAMER,2013,Storm,127500000,1.5
United States,NAMER,2005,Wildfire,325000000,0.52
Canada,NAMER,2013,Flood,36290000,5.5
Mexico,NAMER,2015,Earthquake,127500000,0.95
United States,NAMER,2007,Storm,325000000,1.5
United States,NAMER,2008,Flood,325000000,5.5
United States,NAMER,2006,Storm,325000000,1.85
United States,NAMER,2010,Storm,325000000,1.6
United States,NAMER,2013,Storm,325000000,1.95
Mexico,NAMER,2015,Storm,127500000,1.55
United States,NAMER,2008,Storm,325000000,1.55
United States,NAMER,2009,Storm,325000000,1.6
United States,NAMER,2007,Storm,325000000,1.45
United States,NAMER,2009,Extreme Temperature,325000000,0.51
United States,NAMER,2002,Other,325000000,0.52
United States,NAMER,2012,Storm,325000000,1.5
Canada,NAMER,2007,Storm,36290000,1.45
United States,NAMER,2009,Flood,325000000,3.5
Mexico,NAMER,2000,Storm,127500000,1.6
United States,NAMER,2008,Flood,325000000,4.75
United States,NAMER,2018,Flood,325000000,4.35
Mexico,NAMER,2003,Storm,127500000,1.7
United States,NAMER,2007,Storm,325000000,1.7
Mexico,NAMER,2013,Storm,127500000,1.75
United States,NAMER,2006,Wildfire,325000000,0.52
Mexico,NAMER,2016,Drought,127500000,2.67
United States,NAMER,2017,Flood,325000000,4.75
United States,NAMER,2013,Flood,325000000,4.75
Mexico,NAMER,2009,Storm,127500000,1.6
United States,NAMER,2018,Wildfire,325000000,0.52
Mexico,NAMER,2009,Flood,127500000,5.5
United States,NAMER,2014,Storm,325000000,1.5
